FID,Volcano_Number,Volcano_Name,Volcanic_Landform,Primary_Volcano_Type,Last_Eruption_Year,Country,Region,Subregion,Geological_Summary,Latitude,Longitude,Elevation,Tectonic_Setting,Geologic_Epoch,Evidence_Category,Primary_Photo_Link,Primary_Photo_Caption,Primary_Photo_Credit,Major_Rock_Type,GeoLocation
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48da,211042,Lipari,Composite,Stratovolcano(es),1230.0,Italy,European Volcanic Regions,Aeolian Volcanic Arc,"Lipari, the largest of the Aeolian Islands, is located immediately north of Vulcano Island. The irregular-shaped island contains numerous small stratovolcanoes, craters, and lava domes on a basement of submarine volcanic deposits. Lipari was formed in three major eruptive cycles, the first of which took place from about 223 to 188 thousand years ago (ka) from N-S-trending fissures on the western side of the island. The second eruptive period from about 102 to 53 ka included the formation of the Monte San Angelo and Costa d'Agosto stratovolcanoes in the center of the island. The third eruptive cycle (40 ka to the present) included the Monte Guardia sequence, erupted at the southern tip of the island between about 22,600 and 16,800 years ago, and Holocene rhyolitic pyroclastic deposits and obsidian lava flows at the NE end of the island. The latest eruption, at Monte Pilato on the NE tip of the island, formed the Rocche Rosse and Forgia Vecchia obsidian lava flows, which have been dated variously from about 500 to 1230 CE. Objects made of obsidian from Lipari have been found throughout southern Italy.",38.49,14.933,590.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Dated,https://volcano.si.edu/gallery/photos/GVP-01535.jpg,"Lipari, the largest of Italy's Aeolian Islands, was constructed during four eruptive cycles beginning around 100,000 years ago. Monte Giardina lava dome on the S side of the island, seen here from the NE with Lipari city in the foreground, formed during about 23,000 to 17,000 years ago. Holocene eruptions formed the Pomiciazzo lava dome and the Rocche Rosse and Forgia Vecchia obsidian flows.","Photo by Richard Waitt, 1985 (U.S. Geological Survey).",Rhyolite,POINT (14.933 38.49)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48d9,211040,Stromboli,Composite,Stratovolcano,2026.0,Italy,European Volcanic Regions,Aeolian Volcanic Arc,"Spectacular incandescent nighttime explosions at Stromboli have long attracted visitors to the ""Lighthouse of the Mediterranean"" in the NE Aeolian Islands. This volcano has lent its name to the frequent mild explosive activity that has characterized its eruptions throughout much of historical time. The small island is the emergent summit of a volcano that grew in two main eruptive cycles, the last of which formed the western portion of the island. The Neostromboli eruptive period took place between about 13,000 and 5,000 years ago. The active summit vents are located at the head of the Sciara del Fuoco, a prominent scarp that formed about 5,000 years ago due to a series of slope failures which extends to below sea level. The modern volcano has been constructed within this scarp, which funnels pyroclastic ejecta and lava flows to the NW. Essentially continuous mild Strombolian explosions, sometimes accompanied by lava flows, have been recorded for more than a millennium.",38.789,15.213,924.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-09131.jpg,"This view of Stromboli shows the NE tip of the island with the Rina Grande valley at the left. The principal historically active vent of Stromboli lies at the head of the Sciarra del Fuoco, a prominent scarp on the opposite side of the island. Stromboli, the NE-most of the Aeolian Islands, has produced frequent mild explosions throughout much of historical time.","Photo by Guiseppina Kysar, 1999 (Smithsonian Institution).",Trachyandesite / Basaltic Trachyandesite,POINT (15.213 38.789)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48d8,211050,Vulcano,Composite,Stratovolcano(es),1890.0,Italy,European Volcanic Regions,Aeolian Volcanic Arc,"The word volcano is derived from Vulcano stratovolcano in Italy's Aeolian Islands. Vulcano was constructed during six stages over the past 136,000 years. Two overlapping calderas, the 2.5-km-wide Caldera del Piano on the SE and the 4-km-wide Caldera della Fossa on the NW, were formed at about 100,000 and 24,000-15,000 years ago, respectively, and volcanism has migrated north over time. La Fossa cone, active throughout the Holocene and the location of most historical eruptions, occupies the 3-km-wide Caldera della Fossa at the NW end of the elongated 3 x 7 km island. The Vulcanello lava platform is a low, roughly circular peninsula on the northern tip of Vulcano that was formed as an island beginning more than 2,000 years ago and was connected to the main island in about 1550 CE. Vulcanello is capped by three pyroclastic cones and was active intermittently until the 16th century. Explosive activity took place at the Fossa cone from 1898 to 1900.",38.404,14.962,500.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-01541.jpg,"The island of Vulcano in Italy's Aeolian Islands is seen here from the volcano observatory on the island of Lipari to the north, with the volcanic peninsula of Vulcanello, initially formed in 183 BCE, in the foreground and Fossa cone in the background. Vulcano consists of at least three volcanic complexes, each of which is truncated by a small caldera. Volcanism has migrated to the north with Fossa cone being the dominant Holocene center. The latest eruption took place from 1888 to 1890.","Photo by Richard Waitt, 1985 (U.S. Geological Survey).",Trachybasalt / Tephrite Basanite,POINT (14.962 38.404)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48d7,211060,Etna,Composite,Stratovolcano(es),2026.0,Italy,European Volcanic Regions,Sicily Volcanic Province,"Mount Etna, towering above Catania on the island of Sicily, has one of the world's longest documented records of volcanism, dating back to 1500 BCE. Historical lava flows of basaltic composition cover much of the surface of this massive volcano, whose edifice is the highest and most voluminous in Italy. The Mongibello stratovolcano, truncated by several small calderas, was constructed during the late Pleistocene and Holocene over an older shield volcano. The most prominent morphological feature of Etna is the Valle del Bove, a 5 x 10 km caldera open to the east. Two styles of eruptive activity typically occur, sometimes simultaneously. Persistent explosive eruptions, sometimes with minor lava emissions, take place from one or more summit craters. Flank vents, typically with higher effusion rates, are less frequently active and originate from fissures that open progressively downward from near the summit (usually accompanied by Strombolian eruptions at the upper end). Cinder cones are commonly constructed over the vents of lower-flank lava flows. Lava flows extend to the foot of the volcano on all sides and have reached the sea over a broad area on the SE flank.",37.748,14.999,3357.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-01552.jpg,"Etna is Europe's highest volcano, towering above the city of Taormina on its NE flank. One of the world's longest documented historical records continues, dating back to the 2nd millennium BCE. Historical lava flows cover much of the surface of this 40 x 60 km wide basaltic stratovolcano and extend to the sea. Eruptions occur both from persistently active summit craters and intermittently from flank fissures and cones.","Photo by Jean-Claude Tanguy, 1991 (University of Paris).",Trachybasalt / Tephrite Basanite,POINT (14.999 37.748)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48d6,211071,Pantelleria,Shield,Shield,1891.0,Italy,European Volcanic Regions,Sicily Volcanic Province,"The island of Pantelleria is constructed above a drowned continental rift in the Strait of Sicily and has been the locus of intensive volcano-tectonic activity. Two large Pleistocene calderas dominate the island, which contains numerous post-caldera lava domes and cinder cones and is the type locality for peralkaline rhyolitic rocks, pantellerites.  The 15-km-long island is the emergent summit of a largely submarine edifice. The 6-km-wide Cinque Denti caldera, the youngest of the two calderas, formed about 45,000 years ago and contains the two post-caldera shield volcanoes of Monte Grande and Monte Gibele.  Holocene eruptions have constructed pumice cones, lava domes, and short, blocky lava flows. Many Holocene vents are located on three sides of the uplifted Montagna Grande block on the SE side of the island. A submarine eruption in 1891 from a vent ~4 km off the NW coast is the only confirmed historical activity.",36.77,12.02,836.0,Rift zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-11502.jpg,"The 15-km-long island of Pantelleria is constructed above a drowned continental rift in the Strait of Sicily. Part of the mostly buried arcuate rims of two large Pleistocene calderas are seen in this NASA Landsat image (with N to the top). The SE rims of the calderas form the two dark-colored lines at the lower right part of the island, below and to the right of the forested Monte Grande and Monte Gibele volcanoes. Monte Gibele, with its circular summit crater, was constructed in the southern part of the younger Cinque Denti caldera.",NASA Landsat 7 image (worldwind.arc.nasa.gov),Rhyolite,POINT (12.02 36.77)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48d5,211070,Campi Flegrei del Mar di Sicilia,Cluster,Volcanic field,1867.0,Italy,European Volcanic Regions,Sicily Volcanic Province,"Campi Flegrei del Mar di Sicilia (Phlegraean Fields of the Sicily Sea) is composed of a group of submarine volcanoes SW of Sicily. The volcanoes were constructed within a submarine depression about 1 km deep in the Strait of Sicily between the SW coast of Sicily and the NE tip of Tunisia, forming submarine banks that are capped by cones that rise to near sea level. Submarine eruptions were reported at the Giulia-Ferdinandeo and Pinne banks during the first Punic war (264-241 BCE), and from the 17th to 20th centuries, sometimes producing ephemeral islands. The 1831 eruption at Ferdinandea (also known as Graham in English or Giulia/Julia in French) produced an ephemeral island that was promptly claimed by the navies of France, Britain, Spain, and Italy.",37.1,12.7,-8.0,Rift zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-00099.jpg,"An eruption at Graham Island (Giulia Ferdinandeo) in the Sicilian Sea in 1831. A new island was formed that was promptly claimed by Italy, France, Britain, and Spain. The island quickly eroded to beneath the sea surface after the eruption ended. Graham Island (also known as Ferdinandeo Bank) is part of the Campi Flegrei del Mar di Sicilia (Phlegraean Fields of the Sicily Sea), a group of submarine volcanoes constructed within a depression about 1,000 m deep, SW of Sicily.","From the collection of Maurice and Katia Krafft (published in Simkin and Siebert, 1994).",Trachybasalt / Tephrite Basanite,POINT (12.7 37.1)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48d4,212020,Methana,Minor (Basaltic),Lava dome(s),-258.0,Greece,European Volcanic Regions,Hellenic Volcanic Arc,"Methana volcano consists of a basaltic andesite to rhyodacitic lava dome complex forming the Methana Peninsula in the Sarronian Gulf on the NE side of Peloponnesus. Potassium-Argon ages for the older part of the complex range from 900,000 to 550,000 years, although activity may have begun during the late Pliocene. A younger phase of activity took place from about 380,000-290,000 years ago, forming a series of lava domes and flows. The youngest dome, Kameno Vouno, on the NW side of the peninsula, was formed in the 3rd century BCE and produced a lava flow that traveled 500 m beyond the coastline. Hot springs are found at several locations along the coast of the peninsula.",37.6186,23.3331,380.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-08809.jpg,"Malja Khoriou lava dome, seen here from the SE, lies on the eastern side of the Methana Peninsula and is one of several lava domes forming the Methana volcanic complex. The peninsula extends into the Sarronian Gulf on the NE side of the Peloponnesus Peninsula. Kameno Vouno is the youngest dome, located on the NW side of the Peninsula where it formed in the 3rd century BCE and produced a lava flow that traveled 500 m beyond the coastline.",Photo by Ichio Moriya (Kanazawa University).,Andesite / Basaltic Andesite,POINT (23.3331 37.6186)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48d3,212030,Milos,Composite,Stratovolcano(es),140.0,Greece,European Volcanic Regions,Hellenic Volcanic Arc,"Mílos and adjacent small islands have grown from submarine and subaerial volcanism that initially was dominantly andesitic and basaltic, but ended with predominately rhyolitic eruptions. The oldest volcanic rocks are Pliocene submarine rhyolitic pyroclastic-flow deposits overlying basement metamorphic and sedimentary rocks. The latest activity during the late Pleistocene was concentrated in the eastern half of the low, U-shaped Mílos Island, forming lava domes and phreatic explosion craters, and on Antimílos Island to the NW, where a composite volcano was constructed. The youngest magmatic eruptions took place about 90,000 years ago, but phreatic explosions, commonly producing overlapping craters rarely more than 1 km in diameter, continued from late-Pleistocene to Recent times. A lahar deposit in SE Mílos, east of Fyriplaka tuff ring, buried walls of a Roman harbor town and overlies a coarse ash layer, and was considered to originate from a small phreatic explosion through basement rocks.",36.699,24.439,751.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Dated,https://volcano.si.edu/gallery/photos/GVP-08815.jpg,"The western side of Mílos Island contains a cluster of lava domes. Mílos and adjacent small islands have grown from submarine and subaerial volcanism that initially was dominantly andesitic and basaltic, but ended with primarily rhyolitic eruptions. Phreatic explosions, commonly producing overlapping craters typically less than 1 km in diameter, continued from late-Pleistocene to Holocene time.",Photo by Ichio Moriya (Kanazawa University).,Rhyolite,POINT (24.439 36.699)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48d2,212040,Santorini,Shield,Shield(s),1950.0,Greece,European Volcanic Regions,Hellenic Volcanic Arc,"Santorini (Thera), in the Aegean Sea, has steep-walled caldera rim with villages that overlook an active volcanic island in the center of a caldera bay. The circular island group is composed of overlapping shield volcanoes cut by at least four partially overlapping calderas. The oldest southern caldera was formed about 180,000 years before present (BP), followed by the Skaros caldera about 70,000 BP, and then the Cape Riva caldera about 21,000 BP. The youngest caldera formed about 3,600 BP (around 1600 BCE) during the Late-Bronze-Age Minoan eruption that forced abandonment of the island. Post-Minoan eruptions beginning in 197 BCE constructed a series of lava domes and flows that form two islands near the center of the caldera. The latest eruption produced a small lava dome and flow in 1950, accompanied by explosive activity.",36.404,25.396,367.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-00106.jpg,"The steep inner walls of Santorini drop steeply into the caldera bay. Pyroclastic flow deposits from four caldera-forming eruptions dating back to 100,000 years ago are exposed in the caldera walls in this N-looking view. The youngest caldera was formed about 3,500 years ago during the Minoan eruption of Santorini. The flat-topped peak on the left skyline is Skaros, a remnant of a shield volcano constructed within a previous caldera.","Photo by Lee Siebert, 1994 (Smithsonian Institution).",Dacite,POINT (25.396 36.404)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48d1,212050,Nisyros,Composite,Stratovolcano,1888.0,Greece,European Volcanic Regions,Hellenic Volcanic Arc,"The easternmost volcano of the Aegean arc forms the 9-km-wide island of Nisyros, which is truncated by a 3-4 km wide caldera. The island was constructed during the past 150,000 years, with three cone-building stages including explosive and effusive andesitic eruptions and effusive and extrusive dacitic and rhyolitic activity. The age of the caldera is variously considered to be less than 24,000 years before present (BP) (Keller et al., 1990) and older than 44,000 years BP (Limburg and Varekamp, 1991). Five large post-caldera lava domes completely fill the western part of the caldera. The NE-most (Boriatiko) and SW-most (Karaviotis) lava domes and flows are significantly younger than the other domes. A sixth post-caldera dome, outside the SW caldera rim, produced lava flows that reached the coast. Historical phreatic eruptions occurred from craters within the caldera between 1422 and 1888. Intense hydrothermal activity continues in the form of many fumaroles on the caldera floor and hot springs along the coast.",36.5888,27.1553,698.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-09000.jpg,"The Mount Hagi Ilias lava dome occupies the western side of a 3-4 km wide caldera at the summit of Nisyros volcano, the easternmost of the Aegean arc. Five large post-caldera lava domes completely fill the western part of the caldera. Historical phreatic eruptions occurred within the caldera between 1422 and 1888.",Photo by Ichio Moriya (Kanazawa University).,Dacite,POINT (27.1553 36.5888)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48d0,213000,Kula,Cluster,Volcanic field,,Turkiye,European Volcanic Regions,Western Anatolian Volcanic Province,"The Kula volcanic field, the westernmost area of young volcanism in Turkey, lies about 450 km WNW of its closest Holocene neighbor in central Turkey, the Karapinar volcanic field. The Kula field consists of a broad area of Quaternary alkaline basanitic-to-phonotephritic cinder cones and maars erupted along a roughly E-W line SW of the city of Selendi. Most are Pleistocene in age, between about 1.1 million and 10,000 years old. The initial stage produced lava flows from vents along the ring fracture of caldera identified from satellite images. The second and third stages took place along an E-W graben and produced lava flows with ultramafic xenoliths. Although activity was considered to have continued until the beginning of the Holocene (Yilmaz, 1990), or almost to historical times (Borsi et al., 1972), the age of the most recent eruption is not known.",38.58,28.52,750.0,Intraplate / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-11457.jpg,"The Kara Divlit Tepe (""Black Ink Cone"") scoria cone is part of the Kula volcanic field, the westernmost area of young volcanism in Turkey. It is the youngest of the broad Quaternary volcanic field, which is mostly Pleistocene in age. The 300-m-high cone produced a voluminous lava flow (visible to the N, right of the cone) that traveled 22 km NW and is one of the two youngest flows at Kula. The Kula volcanic field contains a group of cones and maars erupted along a roughly E-W-trending line.","Photo by Samuele Agostini, 2000 (CNR, Pisa, Italy).",Trachybasalt / Tephrite Basanite,POINT (28.52 38.58)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48cf,213002,Hasandag-Keciboyduran Volcanic Complex,Cluster,Stratovolcano,,Turkiye,European Volcanic Regions,Western Anatolian Volcanic Province,"The Hasandag-Keçiboyduran volcanic complex in Central Anatolia includes the massive double-peaked Hasan Dagi stratovolcano, which has undergone four episodes of caldera collapse, the latest of which formed a 4-5 km wide caldera at the summit. The modern edifice within the latest caldera is the youngest of four major basaltic-to-rhyolitic volcanic complexes dating back to the mid-Miocene. Andesitic-to-dacitic lava domes form the two principal summits, of which the westernmost is the highest and is capped by two nested craters. Lava domes and associated pyroclastic-flow deposits cover more than half the flanks. As defined by Uslular et al. (2021), this volcanic field also includes the Pliocene-Quaternary Keçiboyduran stratovolcano, along with numerous monogenetic features: 11 lava domes (andesitic to rhyolitic), 33 scoria cones (basaltic), one maar (basaltic), and 34 undifferentiated features. Interpretations of Neolithic paintings representing eruptions are controversial, but geologic evidence supports eruptive activity continuing into the Holocene. Uslular et al. (2021) reported a lava dome possibly as young as 9,000 years BP (U-Th/He, citing Friedrichs et al., 2020, and Schmitt et al., 2014).",38.13,34.17,3253.0,Intraplate / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-01575.jpg,"The double-peaked Hasan Dagi volcano in central Turkey has a complex history that includes three episodes of caldera collapse. Numerous cones, maars, and lava flows dot the flanks of the volcano. The hilly terrain in the foreground is a debris avalanche deposit produced by collapse of the volcano.","Photo by Richard Waitt, 1994 (U.S. Geological Survey).",Dacite,POINT (34.17 38.13)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48ce,213011,Karaca Dag,Shield,Shield,,Turkiye,Arabia-Central Asia Volcanic Regions,Northern Arabia Volcanic Province,"Karaca Dag (also known as Karacalidag) is a broad basaltic shield volcano in SE Turkey about 100 km N of the Syrian border.  The volcano lies on the Arabian foreland about 150 km SW of the boundary with the Anatolian Plate and has been active since the Pliocene along a N-S-trending set of fissures and craters associated with the nearby Akcakale graben.  Potassium-Argon dates of mid-Pleistocene age have been obtained from lava flows, but Landsat imagery suggests that some lava flows, particularly those on the E flank, may perhaps be only a few thousand years old (Pearce et al., 1990).",37.67,39.83,1957.0,Intraplate / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-12568.jpg,"The Karaca Dag/ Karacadağ shield volcano covers around 10,000 km2 in Turkey, with the more recent N-S plateau of scoria cones and lava flows down the center of this January 2020 Planet Labs satellite image monthly mosaic (N is at the top; this image is approximately 63 km across). A younger group of lava flows erupted from vents on the eastern flank, appearing darker with the vents visible.","Satellite image courtesy of Planet Labs Inc., 2021 (https://www.planet.com/).",Basalt / Picro-Basalt,POINT (39.83 37.67)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48cd,213010,Erciyes Volcanic Complex,Composite,Stratovolcano,-6880.0,Turkiye,European Volcanic Regions,Western Anatolian Volcanic Province,"The Erciyes Volcanic Complex at the northern end of the Sultansazligi Basin in central Anatolia is dominated by the massive eroded Erciyes Dagi stratovolcano at the approximate center of a radial monogenetic volcanic field 32 km in diameter, extending further towards the N. Uslular et al. (2021) identified 100 lava domes (dacitic to rhyolitic), 40 scoria cones (basaltic to andesitic), four maars (basaltic andesitic), and 44 undifferentiated features as part of this complex. Growth of the modern edifice began about 900,000 years ago, following Pliocene caldera collapse of the Kocdag complex. The youngest dated rock was from an 83,000-year-old dacitic lava flow, but rhyodacitic eruptions and lava dome growth occurred later at the Perikartin dome. One of the latest documented events was an edifice collapse that produced a large debris avalanche that extended to the east. An early Holocene distal tephra layer in Lebanon was attributed to Erciyes Dagi. Uncertainty remains regarding reported eruptions and their possible depiction on Roman Cappadocian coins. Accounts possibly referring to eruptions could also be attributed to methane releases from a swamp in the Sultansazligi Basin.",38.531,35.447,3864.0,Intraplate / Continental crust (> 25 km),Holocene,Eruption Dated,https://volcano.si.edu/gallery/photos/GVP-01574.jpg,"Erciyes Dagi volcano in central Turkey, seen here from the WSW, is an eroded stratovolcano that covers an area of 1,300 km2. Numerous parasitic cones and lava domes are concentrated on its northern flank. ","Photo by Richard Waitt, 1994 (U.S. Geological Survey).",Dacite,POINT (35.447 38.531)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48cc,213020,Nemrut Dagi,Composite,Stratovolcano,1650.0,Turkiye,Arabia-Central Asia Volcanic Regions,Central Anatolian Volcanic Province,"Nemrut Dagi is the westernmost of a group of volcanoes near Lake Van in eastern Anatolia and the only one that has erupted in historical time. It contains a 9 x 5 km caldera partially filled on its western side by a caldera lake. Post-caldera volcanism, of basaltic to rhyolitic composition, initially occurred along the caldera rim and floor. Pyroclastic flows and the emission of glassy obsidian lava flows accompanied construction of lava domes within the caldera; later activity formed a series of cinder cones and lava domes erupted along N-S-trending fissures on the northern flank. The most recent activity has been concentrated along a NNW-trending fissure cutting the eastern caldera floor and extending beyond the north caldera rim; nearly two dozen cinder cones and lava domes were constructed on the caldera floor. Ash layers in Lake Van document numerous Holocene eruptions, and an eruption in 1441 CE from a N-flank fissure involved compositionally bimodal lava flows.",38.654,42.229,2948.0,Intraplate / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10436.jpg,The summit of Nemrut Dagi is truncated by a 5 x 9 km caldera near Lake Van in eastern Turkey. A lake that partially fills the western side of the caldera is constrained by post-caldera eruptions that produced glassy obsidian lava flows from domes on the eastern caldera floor. A series of scoria cones and lava domes were erupted along N-S-trending fissures on the northern flank. Ash layers in Lake Van document numerous Holocene eruptions from Nemrut Dagi.,"NASA International Space Station image ISS001-E-6354, 2001 (http://eol.jsc.nasa.gov/).",Rhyolite,POINT (42.229 38.654)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-48cb,213030,Tenduruk Dagi,Shield,Shield,1855.0,Turkiye,Arabia-Central Asia Volcanic Regions,Central Anatolian Volcanic Province,"Tendürek Dagi, also known as Tendürük Dagi, is an elongated shield volcano that rises above the Dogubayazit plain, near the Iranian border south of Mount Ararat. An E-W summit ridge, developed north of an arcuate caldera structure exposed only on the southern side, contains two well-developed cones. The higher western cone is capped by a steep-walled crater with a trachytic spine at its eastern edge. The flatter eastern crater contains a warm lake. The shield volcano developed during a period when highly mobile lava flows from the western crater covered an area of 500 km2. Following summit caldera formation, numerous flank eruptions took place from N-S-trending fissures, producing viscous trachytic lava domes and flows as well as fluid basaltic pahoehoe flows that extend 10-20 km N and S. The latest activity formed two major basaltic lava flows from large cones on the NE and SE flanks. An eruption took place from a vent on the SE flank about 2500 years ago, and a gas-and-ash eruption took place in 1855.",39.356,43.874,3514.0,Intraplate / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-11756.jpg,"Rough `a`a lava flows in the foreground occupy the slopes of Tendürek Dagi volcano. This volcano rises 1,800 m above the plain of Dogubayazit, near the Iranian border, S of Mount Ararat. The latest activity formed two major basaltic lava flows from large cones on the NE and SE flanks. An eruption took place from a vent on the SE flank about 2,500 years ago, and an eruption took place in 1855.","Photo by Joël Boyer, 1993 (L.A.V.E.)",Basalt / Picro-Basalt,POINT (43.874 39.356)
